id,created,updated,expired,type,abbrvname,name,mapped,extinct,overlay,jurisdiction_id,specialnotes,status,affordable_district,elderly_district,family1_treatment,family2_treatment,family3_treatment,family4_treatment,accessory_treatment,affordable_treatment,accessory_elderly_only,accessory_family_required,accessory_maxbedrooms,accessory_maxpercent,accessory_maxsqft,accessory_minlotacres,accessory_minparking,accessory_owner_required,accessory_primarystructure_only,accessory_renter_prohibited,affordable_definition,affordable_elderly_only,affordable_maxbedrooms,affordable_maxunitsperacre,affordable_maxunitsperbldg,affordable_minlotacres,affordable_minparking_1br,affordable_minparking_2br,affordable_minunitsqft,affordable_transit_required,affordable_water_required,family1_floorarearatio,family1_frontsetbackft,family1_maxheightft,family1_maxlotcoverage_building,family1_maxlotcoverage_buildingimpervious,family1_maxstories,family1_minlotacres,family1_minparking,family1_minunitsqft,family1_rearsetbackft,family1_sidesetbackft,family2_affordable_only,family2_elderly_only,family2_floorarearatio,family2_frontsetbackft,family2_maxheightft,family2_maxlotcoverage_building,family2_maxlotcoverage_buildingimpervious,family2_maxstories,family2_maxunitsperacre,family2_minlotacres,family2_minparking_1br,family2_minparking_2br,family2_minunitsqft,family2_rearsetbackft,family2_sidesetbackft,family3_affordable_only,family3_elderly_only,family3_floorarearatio,family3_frontsetbackft,family3_maxbedrooms,family3_maxheightft,family3_maxlotcoverage_building,family3_maxlotcoverage_buildingimpervious,family3_maxstories,family3_maxunitsperacre,family3_minlotacres,family3_minparking_1br,family3_minparking_2br,family3_minunitsqft,family3_rearsetbackft,family3_sidesetbackft,family3_transit_required,family3_water_required,family4_affordable_only,family4_elderly_only,family4_floorarearatio,family4_frontsetbackft,family4_maxbedrooms,family4_maxheightft,family4_maxlotcoverage_building,family4_maxlotcoverage_buildingimpervious,family4_maxstories,family4_maxunitsperacre,family4_maxunitsperbldg,family4_minlotacres,family4_minparking_1br,family4_minparking_2br,family4_minunitsqft,family4_rearsetbackft,family4_sidesetbackft,family4_transit_required,family4_water_required,plannedresidential_maxunits,plannedresidential_maxunitsperacre,plannedresidential_minlotacres,plannedresidential_mobilehome,plannedresidential_treatment,tooltipnotes,customfielddata,effectivedate,acres,nonresidential_type,jurisdiction,county,state
33669,2023/07/29,2023/11/21,,M,NAC,Neighborhood Activity Center,1,0,0,227,"Minimum building setbacks are actually contextual, and require 15 ft setbacks if they border residential zoning districts",done,0,0,prohibited,prohibited,allowed,allowed,allowed,hearing,0,1,"1","30","800",,,1,0,0,"“Affordable” shall refer to housing in which the total cost of the housing, including principal, interest taxes and insurance and condominium association fees, if owned housing, or the total cost of the housing, including rent, utilities and condominium association fees, if rental housing, is not more than thirty per cent (30%) of the household’s gross annual income.",0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,"35","80",,,,,,,,,,0,0,0,0,"2",,,"35","80",,,,,,,,,,,0,0,,,,0,allowed,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": ""5"", ""37_94"": ""f"", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": ""80"", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""35"", ""38_111"": ""2"", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""20"", ""48_130"": ""Burlington_Neighborhood Activity Center""}",2023/07/29,59.8674759273397,commercial,Burlington,Chittenden County,Vermont
33675,2023/07/29,2023/11/21,,X,UR,Urban Reserve,1,0,0,227,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": ""f"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2023/07/29,53.3416435096382,protected,Burlington,Chittenden County,Vermont
21,2022/11/23,2023/11/21,,X,IZDW,Industrial West Zoning District,1,0,0,234,,done,0,0,prohibited,prohibited,prohibited,prohibited,allowed,allowed,0,1,,,,,,1,,1,,1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,hearing,,"{""5_12"": """", ""9_18"": """", ""9_19"": """", ""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": ""Williston_Industrial West Zoning District""}",2022/11/23,1134.53805628558,industrial,Williston,Chittenden County,Vermont
34265,2023/08/03,2023/11/21,,M,MURZD,Mixed Use Residential Zoning District,1,0,1,234,,done,0,0,allowed,allowed,allowed,allowed,allowed,allowed,,,,,,,,,,,,0,,,,,,,,0,0,,"From I-89: 150 ft; else, 50 ft","36",,,,,,,"From I-89: 150 ft; else, 50 ft","From I-89: 150 ft; else, 50 ft",0,0,,"From I-89: 150 ft; else, 50 ft","36",,,,,,,,,"From I-89: 150 ft; else, 50 ft","From I-89: 150 ft; else, 50 ft",0,0,,"From I-89: 150 ft; else, 50 ft",,"36",,,,,,,,,"From I-89: 150 ft; else, 50 ft","From I-89: 150 ft; else, 50 ft",0,0,0,0,,"From I-89: 150 ft; else, 50 ft",,"36",,,,,,,,,,"From I-89: 150 ft; else, 50 ft","From I-89: 150 ft; else, 50 ft",0,0,,,,,prohibited,,"{""36_87"": ""40"", ""36_88"": ""40"", ""36_89"": ""40"", ""36_90"": ""40"", ""36_91"": ""40"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""5"", ""48_130"": ""Williston_Mixed Use - Residential Zoning District""}",2023/08/03,0,commercial,Williston,Chittenden County,Vermont
26,2022/11/23,2023/11/21,,M,GZDS,Gateway South Zoning District,1,0,1,234,,done,0,0,allowed,allowed,allowed,allowed,allowed,allowed,0,0,,,,,,0,,0,,0,,,,,,,,0,0,,"From I-89: 150 feet; Rte 2A: 75 feet; else, 50 feet","Town ctr frontage: 64; if >80' from reqd bldg line: 18",,"Town center :85; Transitional neighborhood: 85; Strollable neighborhood: 80","Town ctr: 5, 1 if >80' from reqd bldg line; else: 1",,"0.75",,"From I-89: 150 feet; Rte 2A: 75 feet; else, 50 feet","From I-89: 150 feet; Rte 2A: 75 feet; else, 50 feet",0,0,,"From I-89: 150 feet; Rte 2A: 75 feet; else, 50 feet","Town ctr frontage: 64; if >80' from reqd bldg line: 18",,"Town center :85; Transitional neighborhood: 85; Strollable neighborhood: 80","Town ctr: 5, 1 if >80' from reqd bldg line; else: 1",,,"0.75","1.25",,"From I-89: 150 feet; Rte 2A: 75 feet; else, 50 feet","From I-89: 150 feet; Rte 2A: 75 feet; else, 50 feet",0,0,,"From I-89: 150 feet; Rte 2A: 75 feet; else, 50 feet",,"Town ctr frontage: 64; if >80' from reqd bldg line: 18",,"Town center :85; Transitional neighborhood: 85; Strollable neighborhood: 80","Town ctr: 5, 1 if >80' from reqd bldg line; else: 1",,,"0.75","1.75",,"From I-89: 150 feet; Rte 2A: 75 feet; else, 50 feet","From I-89: 150 feet; Rte 2A: 75 feet; else, 50 feet",0,0,0,0,,"From I-89: 150 feet; Rte 2A: 75 feet; else, 50 feet",,"Town ctr frontage: 64; if >80' from reqd bldg line: 18",,"Town center :85; Transitional neighborhood: 85; Strollable neighborhood: 80","Town ctr: 5, 1 if >80' from reqd bldg line; else: 1",,,,"0.75","1.75",,"From I-89: 150 feet; Rte 2A: 75 feet; else, 50 feet","From I-89: 150 feet; Rte 2A: 75 feet; else, 50 feet",0,0,,,,,hearing,Average Setback Exception: The DRB may allow the setback required along a local road to be reduced to the average existing setback. The average existing setback will be determined by the Administrator by averaging the existing setback on all properties that are along the same street and within 300 feet of the lot where a reduction is proposed. A reduction shall be permitted only where the reduced setback is sufficient to permit for the construction of a sidewalk or a multi-use path. ,"{""5_12"": """", ""9_18"": """", ""9_19"": """", ""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""5"", ""48_130"": ""Williston_Gateway South Zoning District""}",2022/11/23,152.243111295073,commercial,Williston,Chittenden County,Vermont
29,2022/11/23,2023/11/21,,R,RZD,Residential Zoning District,1,0,0,234,,done,0,0,allowed,allowed,allowed,allowed,allowed,allowed,0,1,,,,,,1,,1,Developments with minimum 30% affordable housing as specified in WDB 46.3.9 - 5.00 DUe/A,0,,,,,,,,0,0,,"From I-89: 150 ft; from arterial road: 50 ft; from other roads: 25 ft","36",,,,"Open space: 0.125; infill: 0.33",,"Open space: 5,445; infill: 14,520","From I-89: 150 ft; from arterial rd: 50 ft; from other rd: 25 ft; else 15","From I-89: 150 ft; from arterial rd: 50 ft; from other rd: 25 ft; else 10",0,0,,,"36",,,,"Open space: 0.125; infill: 0.33","Open space development: 3.0; minimum 30% affordable housing: 5.0",,,"Open space: 10,890; infill: 29,040","From I-89: 150 ft; from arterial rd: 50 ft; from other rd: 25 ft; else 15","From I-89: 150 ft; from arterial rd: 50 ft; from other rd: 25 ft; else 10",0,0,,,,"36",,,,"Open space: 0.125; infill: 0.33","Open space development: 3.0; minimum 30% affordable housing: 5.0",,,"Open space: 16,335, infill: 43,560","From I-89: 150 ft; from arterial rd: 50 ft; from other rd: 25 ft; else 15","From I-89: 150 ft; from arterial rd: 50 ft; from other rd: 25 ft; else 10",0,0,0,0,,,,"36",,,,"Open space: 0.125; infill: 0.33",,"Open space development: 3.0; minimum 30% affordable housing: 5.0",,,"Open space: 21,780; infill: 58,080",,"From I-89: 150 ft; from arterial rd: 50 ft; from other rd: 25 ft; else 10",0,0,,,,,hearing,"Base residential density on slopes <15%: 3.0; minimum 30% affordable housing: 5.0","{""5_12"": """", ""9_18"": """", ""9_19"": """", ""36_87"": ""40"", ""36_88"": ""40"", ""36_89"": ""40"", ""36_90"": ""40"", ""36_91"": ""40"", ""37_92"": """", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""3"", ""38_99"": ""0.13"", ""38_100"": """", ""38_101"": ""10"", ""38_102"": ""15"", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""36"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": ""Williston_Residential Zoning District""}",2022/11/23,2476.11180231142,,Williston,Chittenden County,Vermont
28,2022/11/23,2023/11/21,,X,IZDE,Industrial East Zoning District,1,0,0,234,,done,0,0,prohibited,prohibited,prohibited,prohibited,allowed,allowed,0,1,,,,,,1,,1,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,hearing,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": ""Williston_Industrial East Zoning District""}",2022/11/23,785.220159321094,industrial,Williston,Chittenden County,Vermont
24,2022/11/23,2023/11/21,,M,TCZD,Taft Corners Downtown Zoning District,1,0,0,234,,done,0,0,allowed,allowed,allowed,allowed,allowed,allowed,0,0,,,,,,0,,0,,0,,,,,,,,0,0,,"20","If >80' from reqd bldg line: 18; town ctr frontage: 64",,"Town ctr, transitional neighborhood: 85; else: 80","Town ctr: 5, 1 if >80' from reqd bldg line; else: 1",,"0.75",,"Neighborhood: 20 ft; else: 8 ft from alley, 15 ft if no alley","20",0,0,,"20","If >80' from reqd bldg line: 18; town ctr frontage: 64",,"Town ctr, transitional neighborhood: 85; else: 80","Town ctr: 5, 1 if >80' from reqd bldg line; else: 1",,,"0.75","1.25",,"Neighborhood: 20 ft; else: 8 ft from alley, 15 ft if no alley","20",0,0,,"20",,"If >80' from reqd bldg line: 18; town ctr frontage: 64",,"Town ctr, transitional neighborhood: 85; else: 80","Town ctr: 5, 1 if >80' from reqd bldg line; else: 1",,,"0.75","1.75",,"Neighborhood: 20 ft; else: 8 ft from alley, 15 ft if no alley","20",0,0,0,0,,"20",,"If >80' from reqd bldg line: 18; town ctr frontage: 64",,"Town ctr, transitional neighborhood: 85; else: 80","Town ctr: 5, 1 if >80' from reqd bldg line; else: 1",,,,"0.75","1.75",,"Neighborhood: 20 ft; else: 8 ft from alley, 15 ft if no alley","20",0,0,,,,0,hearing,Side setback also requires 5' strollable neighborhood frontage from one side.,"{""5_12"": """", ""9_18"": """", ""9_19"": """", ""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": """", ""38_100"": ""20"", ""38_101"": ""20"", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": ""0.75"", ""38_106"": ""1.75"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": ""Williston_Taft Corners Downtown Zoning District""}",2022/11/23,343.008092171024,commercial,Williston,Chittenden County,Vermont
23,2022/11/23,2023/11/21,,M,BPZD,Business Park Zoning District,1,0,0,234,,done,0,0,allowed,allowed,allowed,allowed,allowed,allowed,0,0,,,,,,0,,0,,0,,,,,,,,0,0,,"20"," Town ctr, 64 or 18 if >80' from reqd bldg line; strollable neighborhood, 1",,"Strollable neighborhd 80%; town ctr, transitional neighborhd 85% ft","Town ctr, 5 or 1 if >80' from reqd bldg line; strollable neighborhood, 1",,"0.75",,"20","Neighborhood 20'; strollable neighborhood side setback 5'",0,0,,"20"," Town ctr, 64 or 18 if >80' from reqd bldg line; strollable neighborhood, 1",,"Strollable neighborhd 80%; town ctr, transitional neighborhd 85% ft","Town ctr, 5 or 1 if >80' from reqd bldg line; strollable neighborhood, 1",,,"0.75","1.75",,"20","Neighborhood 20'; strollable neighborhood side setback 5'",,,,"20",," Town ctr, 64 or 18 if >80' from reqd bldg line; strollable neighborhood, 1",,"Strollable neighborhd 80%; town ctr, transitional neighborhd 85% ft","Town ctr, 5 or 1 if >80' from reqd bldg line; strollable neighborhood, 1",,,"0.75","1.75",,"20","Neighborhood 20'; strollable neighborhood side setback 5'",0,0,0,0,,"20",," Town ctr, 64 or 18 if >80' from reqd bldg line; strollable neighborhood, 1",,"Strollable neighborhd 80%; town ctr, transitional neighborhd 85% ft","Town ctr, 5 or 1 if >80' from reqd bldg line; strollable neighborhood, 1",,,,"0.75","1.75",,"20","Neighborhood 20'; strollable neighborhood side setback 5'",0,0,,,,0,hearing,All treatments: All front/rear/side setbacks from the lot line shared with pre-existing row house lots of any residential lots outside of Taft Corners. Rear setback also from town center.,"{""5_12"": """", ""9_18"": """", ""9_19"": """", ""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": """", ""38_100"": ""20"", ""38_101"": ""20"", ""38_102"": ""20"", ""38_103"": """", ""38_104"": ""80"", ""38_105"": ""0.75"", ""38_106"": ""1.75"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": ""1"", ""38_110"": ""18"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": ""Williston_Business Park Zoning District""}",,76.4518026977246,commercial,Williston,Chittenden County,Vermont
20,2022/11/23,2023/11/21,,M,ARZD,Agriculture/Rural Residential Zoning District,1,0,0,234,,done,0,0,allowed,allowed,allowed,allowed,allowed,allowed,0,1,,"30","1500",,"1",1,0,1,"Affordable Housing consists of dwellings that will be made available for rent or for sale at prices which allow them to be rented or acquired by households having incomes of no more than 100% of the median household income for The Burlington-South Burlington Metropolitan Statistical Area (MSA), as defined by the United States Department of Housing and Urban Development, household without spending more than thirty (30) percent of their incomes on housing costs. Under the provisions of Chapter 11, an applicant may also commit to providing dwellings that to be rented or acquired by households having incomes of no more than 80% of the median household income for The Burlington-South Burlington Metropolitan Statistical Area (MSA), as defined by the United States Department of Housing and Urban Development without spending more than thirty (30) percent of their incomes on housing costs.
Housing costs for renters shall include rent and utilities (heat, hot water, trash removal, and electricity). For homeowners, housing costs include mortgage (interest and principal), property taxes, homeowner’s association fees, and property insurance. To qualify as ‘affordable,’ the future rent or price of resell of a unit must be perpetually restricted to the same affordability standards discussed in this definition at the time of sale or rent. The enforcement of this price limitation must be established by agreement with a housing trust or a public housing agency, as authorized by 27 V.S.A. § 610.",0,,,,,,,,0,0,,"I-89: 150 ft; private road res devpmt: 25 ft; Lake Iroq :100 ft; else 50 ft","<250 feet of mean high-water mark of Lake Iroquois: 30 ft; elsewhere: 36 ft",,"25",,"Open space: 0.344; infill: 1.84",,,"I-89: 150 ft; private road res devpmt: 25 ft; Lake Iroq :100 ft; else 50 ft","I-89: 150 ft; private road res devpmt: 25 ft; Lake Iroq :100 ft; else 50 ft",0,0,,"I-89: 150 ft; private road res devpmt: 25 ft; Lake Iroq :100 ft; else 50 ft","<250 feet of mean high-water mark of Lake Iroquois: 30 ft; elsewhere: 36 ft",,"25",,"1.1","Open space: 0.688; infill: 3.68",,,"Open space: 30,000 sqft; infill: 16,000 sqft","I-89: 150 ft; private road res devpmt: 25 ft; Lake Iroq :100 ft; else 50 ft","I-89: 150 ft; private road res devpmt: 25 ft; Lake Iroq :100 ft; else 50 ft",0,0,,"I-89: 150 ft; private road res devpmt: 25 ft; Lake Iroq :100 ft; else 50 ft",,"<250 feet of mean high-water mark of Lake Iroquois: 30 ft; elsewhere: 36 ft",,"25",,"1.65","Open space: 1.032; infill: 3.68",,,"Open space: 45,000; infill: 240,000","I-89: 150 ft; private road res devpmt: 25 ft; Lake Iroq :100 ft; else 50 ft","I-89: 150 ft; private road res devpmt: 25 ft; Lake Iroq :100 ft; else 50 ft",0,0,0,0,,"I-89, 150 ft; private road res devpmt, 25 ft; Lake Iroq, 100 ft; else 50 ft",,"<250 feet of mean high-water mark of Lake Iroquois: 30 ft; elsewhere: 36 ft",,"25",,"2.2",,"Open space: 1.376, infill: 7.36",,,"Open space: 60,000; infill: 320,000","I-89, 150 ft; private road res devpmt, 25 ft; Lake Iroq, 100 ft; else 50 ft","I-89, 150 ft; private road res devpmt, 25 ft; Lake Iroq, 100 ft; else 50 ft",0,0,,,,1,hearing,"All residential density limits apply on slopes of less than 15%
Setbacks from rear or side property lines (not roadways) 15 ft or reduced by average setback exception
ADU prohibited if majority of primary unit is in a watershed protection buffer ","{""5_12"": """", ""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.55"", ""48_130"": ""Williston_Agriculture/Rural Residential Zoning District""}",2022/11/23,14050.2689617836,agindust,Williston,Chittenden County,Vermont
30,2022/11/23,2023/11/21,,M,VZD,Village Center Zoning District,1,0,0,234,,done,0,0,allowed,allowed,allowed,allowed,allowed,allowed,,,,,,,,,,,,0,,,,,,,,0,0,,"From I-89: 150 ft; from rte 2: 50 ft; else: 25 ft","36",,,,"0.15",,"6534","From I-89: 150 ft; from rte 2: 50 ft; else: 25 ft","From I-89: 150 ft; from rte 2: 50 ft; else: 25 ft",0,0,,"From I-89: 150 ft; from rte 2: 50 ft; else: 25 ft","36",,,,"2","0.3",,,"13068","From I-89: 150 ft; from rte 2: 50 ft; else: 25 ft","From I-89: 150 ft; from rte 2: 50 ft; else: 25 ft",0,0,,"From I-89: 150 ft; from rte 2: 50 ft; else: 25 ft",,"36",,,,"6","0.45",,,"19602","From I-89: 150 ft; from rte 2: 50 ft; else: 25 ft","From I-89: 150 ft; from rte 2: 50 ft; else: 25 ft",0,0,0,0,,"From I-89: 150 ft; from rte 2: 50 ft; else: 25 ft",,"36",,,,"8",,"0.6",,,"19602","From I-89: 150 ft; from rte 2: 50 ft; else: 25 ft","From I-89: 150 ft; from rte 2: 50 ft; else: 25 ft",0,0,,,,,hearing,Maximum density on slopes of <15% unless stated otherwise.,"{""5_12"": """", ""9_18"": """", ""9_19"": """", ""36_87"": ""40"", ""36_88"": ""40"", ""36_89"": ""40"", ""36_90"": ""40"", ""36_91"": ""40"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": ""2.0"", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""36"", ""38_111"": """", ""38_112"": ""32670"", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": ""Williston_Village Center Zoning District""}",2022/11/23,429.348059589915,commercial,Williston,Chittenden County,Vermont
22,2022/11/23,2023/11/21,,X,GZDN,Gateway North Zoning District,1,0,0,234,,done,0,0,prohibited,prohibited,prohibited,prohibited,allowed,prohibited,0,1,,,,,"2",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": ""Williston_Gateway North Zoning District""}",2022/11/23,94.3856652036575,commercial,Williston,Chittenden County,Vermont
25,2022/11/23,2023/11/21,,M,MUCZD,Mixed Use - Commercial Zoning District,1,0,1,234,,done,0,0,allowed,allowed,allowed,allowed,allowed,allowed,0,1,,,,,,1,,1,,0,,,,,,,,0,0,,"From I-89: 150 ft; else, 25 ft.","36",,,,,,,"From I-89: 150 ft; else, 25 ft.","From I-89: 150 ft; else, 25 ft.",0,0,,"From I-89: 150 ft; else, 25 ft.","36",,,,,,,,,"From I-89: 150 ft; else, 25 ft.","From I-89: 150 ft; else, 25 ft.",0,0,,"From I-89: 150 ft; else, 25 ft.",,"36",,,,"From I-89: 150 ft; else, 25 ft.","From I-89: 150 ft; else, 25 ft.",,,,,,0,0,,,,"From I-89: 150 ft; else, 25 ft.",,"36",,,,,,,,,,"From I-89: 150 ft; else, 25 ft.","From I-89: 150 ft; else, 25 ft.",0,0,,,,,hearing,,"{""5_12"": """", ""9_18"": """", ""9_19"": """", ""36_87"": ""40"", ""36_88"": ""40"", ""36_89"": ""40"", ""36_90"": ""40"", ""36_91"": ""40"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": ""f"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""5"", ""48_130"": ""Williston_Mixed Use - Commercial Zoning District""}",2022/11/23,159.002756833288,commercial,Williston,Chittenden County,Vermont
